ID,English_Text,Khmer_Text
797,"This important event was attended by many distinguished leaders including Her Excellency Rebeca Grynspan, Secretary-General of UNCTAD, Ms",ព្រឹត្តិការណ៍នេះត្រូវបានចូលរួមដោយឥស្សរជនជាន់ខ្ពស់ជាច្រើនរូប រួមមាន
798,"(Geneva, Switzerland)",(ហ្សឺណែវ
799,"(Geneva, Switzerland)",(ហ្សឺណែវ
800,"(Vientiane, Lao PDR)",ឡាវ)
801,"the ASEAN Business Advisory Council (22nd ASEAN-BAC), on the occasion of the 56th ASEAN Economic Ministers’ Meeting in Vientiane, Lao PDR",នារសៀលថ្ងៃចន្ទ ទី១៦ ខែកញ្ញា ឆ្នាំ២០២៤ លោកជំទាវ ចម និម្មល រដ្ឋមន្រ្តីក្រសួងពាណិជ្ជកម្ម និងជារដ្ឋមន្រ្តីសេដ្ឋកិច្ចអាស៊ាន តំណាងកម្ពុជា បានដឹកនាំគណៈប្រតិភូកម្ពុជា ចូលរួមកិច្ចប្រជុំពិគ្រោះយោបល់រវាងរដ្ឋមន្រ្តីសេដ្ឋកិច្ចអាស៊ាន និងក្រុមប្រឹក្សាពិគ្រោះយោបល់ធុរកិច្ចអាស៊ាន លើកទី២២ នាឱកាសនៃកិច្ចប្រជុំរដ្ឋមន្រ្តីសេដ្ឋកិច្ចអាស៊ានលើកទី៥៦ នៅរដ្ឋធានីវៀងចន្ទន៍ នៃសាធារណរដ្ឋប្រជាធិបតេយ្យប្រជាមានិតឡាវ
802,(Phnom Penh),(ភ្នំពេញ)
803,"On the morning of Tuesday, 17 September 2024, at the Ministry of Commerce, Her Excellency TEKRETH Kamrang, Secretary of State of the Ministry of Commerce, gave an interview about the framework project process on Financial Inclusion for Women in Cambodia under the cooperation framework between Women's World Banking",នាព្រឹកថ្ងៃអង្គារ ទី១៧ ខែកញ្ញា ឆ្នាំ២០២៤ នៅទីស្ដីការក្រសួងពាណិជ្ជកម្ម លោកជំទាវ តឹករ៉េត កំរង រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម បានអញ្ជើញចូលរួមផ្តល់កិច្ចសម្ភាសន៍ក្នុងដំណើរការគម្រោងរៀបចំក្របខ័ណ្ឌ ស្តីពីបរិយាបន្នហិរញ្ញវត្ថុសម្រាប់ស្រី្តនៅកម្ពុជា នៅក្រោមក្របខ័ណ្ឌនៃកិច្ចសហប្រតិបត្តិការរវាងអង្គការ Women’s World Banking និងស្ថាប័នពាក់ព័ន្ធ
804,"On the afternoon of Wednesday, 18 September 2024, in Vientiane, Lao PDR, Her Excellency CHAM Nimul, Minister of Commerce",នារសៀលថ្ងៃពុធ ទី១៨ ខែកញ្ញា ឆ្នាំ២០២៤  នៅរដ្ឋធានីវៀងចន្ទន៍ នៃសាធារណរដ្ឋប្រជាធិបតេយ្យប្រជាមានិតឡាវ លោកជំទាវ ចម និម្មល រដ្ឋមន្រ្តីក្រសួងពាណិជ្ជកម្ម និងជារដ្ឋមន្ត្រីសេដ្ឋកិច្ច CLMV តំណាងកម្ពុជា បានដឹកនាំគណៈប្រតិភូកម្ពុជា ចូលរួមកិច្ចប្រជុំរដ្ឋមន្រ្តីសេដ្ឋកិច្ចកម្ពុជា
805,"(Vientiane, Lao PDR)",(វៀងចន្ទន៍ ឡាវ)
806,"The meeting was chaired by His Excellency MALAITHONG KOMMASITH, Minister of Industry",កិច្ចប្រជុំនេះត្រូវបានដឹកនាំដោយ ឯកឧត្តម MALAITHONG KOMMASITH រដ្ឋមន្រ្តីក្រសួងឧស្សាហកម្មនិងពាណិជ្ជកម្មឡាវ ក្នុងគោលបំណងតាមដាន និងពិនិត្យលើវឌ្ឍនភាពនៃការអនុវត្តផែនការសកម្មភាពសម្រាប់ឆ្នាំ២០២៣
807,"CLMV Economic Minister for Cambodia, led Cambodia’s delegation to attend the 16th Cambodia-Laos-Myanmar-Vietnam Economic Ministers’ Meeting (16th CLMV EMM)",វៀតណាម លើកទី១៦ (16th CLMV EMM)
808,", in order to continue efforts in narrowing development gaps among ASEAN Member States",វៀតណាម និងបញ្ហាផ្សេងៗទៀត ដើម្បីបន្តកិច្ចខិតខំប្រឹងប្រែងលើការកាត់បន្ថយនូវគម្លាតនៃការអភិវឌ្ឍក្នុងចំណោមបណ្ដារដ្ឋសមាជិកអាស៊ាន
809,(Phnom Penh),(ភ្នំពេញ)
810,"On the morning of Wednesday, 18 September  2024, Her Excellency SVAY Nakry, Undersecretary of State of the Ministry of Commerce, attended the dissemination workshop on “National Policy on Electronic Vehicle Development 2024-2030,” which was highly presided over by His Excellency PENG Pornea, Minister of the Ministry of Public Works",នាព្រឹកថ្ងៃពុធ ទី១៨ ខែកញ្ញា ឆ្នាំ២០២៤ នៅទីស្ដីការក្រសួងសាធារណការ និងដឹកជញ្ជូន លោកជំទាវ ស្វាយ ណាគ្រី អនុរដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម បានអញ្ជើញចូលរួមសិក្ខាសាលាផ្សព្វផ្សាយគោលនយោបាយជាតិ ស្ដីពីការអភិវឌ្ឍវិស័យយានយន្ដអគ្គិសនី ២០២៤
811,The workshop aimed to promote Cambodia’s Electric Vehicle Development Policy 2024-2030 more widely,សិក្ខាសាលានេះ រៀបចំឡើងក្នុងគោលបំណង ដើម្បីធ្វើការផ្សព្វផ្សាយឱ្យបានទូលំទូលាយ និងជំរុញការអនុវត្តឱ្យមានប្រសិទ្ធភាពខ្ពស់នូវគោលនយោបាយជាតិ ស្ដីពីការអភិវឌ្ឍវិស័យយានយន្តអគ្គិសនី ២០២៤
812,"On the Morning of Thursday, 19 September 2024, in Vientiane, Lao PDR, Her Excellency CHAM Nimul, Minister of Commerce,",នាព្រឹកថ្ងៃព្រហស្បតិ៍ ទី១៩ ខែកញ្ញា ឆ្នាំ២០២៤ នៅរដ្ឋធានីវៀងចន្ទន៍ ប្រទេសឡាវ លោកជំទាវ ចម និម្មល រដ្ឋមន្រ្តីក្រសួងពាណិជ្ជកម្ម និងជារដ្ឋមន្ត្រីសេដ្ឋកិច្ចអាស៊ានតំណាងកម្ពុជា បានដឹកនាំគណៈប្រតិភូកម្ពុជា ចូលរួមកិច្ចប្រជុំពិគ្រោះយោបល់រវាងរដ្ឋមន្រ្តីសេដ្ឋកិច្ចអាស៊ាន
813,"(Vientiane, Lao PDR)",ឡាវ)
814,"The meeting was co-chaired by His Excellency MALAITHONG KOMMASITH, Minister of Industry",កិច្ចប្រជុំនេះត្រូវបានដឹកនាំរួមគ្នាដោយ ឯកឧត្តម MALAITHONG KOMMASITH រដ្ឋមន្រ្តីក្រសួងឧស្សាហកម្មនិងពាណិជ្ជកម្មឡាវ និងជាប្រធានអង្គប្រជុំរដ្ឋមន្ត្រីសេដ្ឋកិច្ចអាស៊ានឆ្នាំ២០២៤ និងឯកឧត្តម VLADIMIR ILYICHEV   អនុរដ្ឋមន្ត្រីក្រសួងអភិវឌ្ឍន៍សេដ្ឋកិច្ចនៃសហព័ន្ធរុស្ស៊ី ក្នុងគោលបំណងតាមដាននិងពិនិត្យលើវឌ្ឍនភាពនៃការអនុវត្តកម្មវិធីការងារកិច្ចសហប្រតិបត្តិការពាណិជ្ជកម្មនិងវិនិយោគអាស៊ាន
815,monitor progress of ASEAN-Russia Trade,រុស្ស៊ី និងកម្មវិធីកិច្ចសហប្រតិបត្តិការរវាងអាស៊ាននិងសហភាពសេដ្ឋកិច្ចអឺរ៉ាស៊ី
816,"On the afternoon of Thursday, 19 September 2024, in Vientiane, Lao PDR, Her Excellency CHAM Nimul, Minister of Commerce,",នារសៀលថ្ងៃព្រហស្បតិ៍ ទី១៩ ខែកញ្ញា ឆ្នាំ២០២៤ នៅរដ្ឋធានីវៀងចន្ទន៍ ប្រទេសឡាវ លោកជំទាវ ចម និម្មល រដ្ឋមន្រ្តីក្រសួងពាណិជ្ជកម្ម និងជារដ្ឋមន្ត្រីសេដ្ឋកិច្ចអាស៊ានតំណាងកម្ពុជា បានដឹកនាំគណៈប្រតិភូកម្ពុជា ចូលរួមកិច្ចប្រជុំពិគ្រោះយោបល់ត្រីភាគីជាមួយសហព័ន្ធស្វីស លើកទី៣
817,"(Vientiane, Lao PDR)",(វៀងចន្ទន៍ ឡាវ)
818,(Kampong Thom),(កំពង់ធំ)
819,"On the morning of Thursday, September 19, 2024, His Excellency OUM Kosal, Undersecretary of State of the Ministry of Commerce,",នាព្រឹកថ្ងៃព្រហស្បតិ៍ ទី១៩ ខែកញ្ញា ឆ្នាំ២០២៤ ឯកឧត្តម អ៊ុំ កុសល អនុរដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម និងអភិបាលរងខេត្តកំពង់ធំ បានអញ្ជើញចូលរួមជាគណៈអធិបតីក្នុងសិក្ខាសិលាពិគ្រោះយោបល់ថ្នាក់តំបន់ ដើម្បីតាមដានវឌ្ឍនភាពការងារ និងបញ្ហាប្រឈមក្នុងការអនុវត្តគោលនយោបាយជាតិស្តីពីដំឡូងមី ២០២០
820,(Phnom Penh),(ភ្នំពេញ)
821,"institutions, the President of the American Chamber of Commerce in Cambodia (AmCham Cambodia),",ស្ថាប័នពាក់ព័ន្ធ ប្រធានសភាពាណិជ្ជកម្មអាម៉េរិកនៅកម្ពុជា (AmCham Cambodia) និងវិស័យឯកជន នៅក្នុងកិច្ចសន្ទនារវាងរដ្ឋ និងឯកជន កម្ពុជា
822,"On the afternoon of Thursday, 19 September 2024, at the Council for the Development of Cambodia, His Excellency RATH Saravuth, Secretary of State of the Ministry of Commerce, attended a meeting between the Royal Government",នារសៀលថ្ងៃព្រហស្បតិ៍ ទី១៩ ខែកញ្ញា ឆ្នាំ២០២៤ នៅក្រុមប្រឹក្សាអភិវឌ្ឍន៍កម្ពុជា ឯកឧត្តម រដ្ឋ សារ៉ាវុធ រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម បានអញ្ជើញចូលរួមក្នុងកិច្ចប្រជុំរវាងរាជរដ្ឋាភិបាល និងធុរកិច្ចអាម៉េរិក ក្រោមអធិបតីភាព ឯកឧត្តម ស៊ុន ចាន់ថុល ឧបនាយករដ្ឋមន្រ្តី អនុប្រធានទី១ ក្រុមប្រឹក្សាអភិវឌ្ឍន៍កម្ពុជា ជាមួយនឹង លោកស្រី Bridgette L. Walker ភារធារីស្ថានទូតសហរដ្ឋអាម៉េរិកប្រចាំព្រះរាជាណាចក្រកម្ពុជា ដោយមានការចូលរួមពីតំណាងក្រសួង
823,"the ASEAN-Hong Kong, China Investment Agreement (AHKIA), discuss the economic",ហុងកុងនៃសាធារណរដ្ឋប្រជាមានិតចិន ព្រមទាំង ពិភាក្សាលើកម្មវិធីការងារកិច្ចសហប្រតិបត្តិការសេដ្ឋកិច្ចនិងបច្ចេកទេសអាស៊ាន
824,"Economic Development of Hong Kong, China, to review",ហុងកុងនៃសាធារណរដ្ឋប្រជាមានិតចិន  និងផ្លាស់ប្តូរយោបល់លើការវិវត្តសេដ្ឋកិច្ចតំបន់និងសកល
825,"On the morning of Friday, 20 September 2024, His Excellency PICH Rithi, Secretary of State of Commerce",នាព្រឹកថ្ងៃសុក្រ ទី២០ ខែកញ្ញា ឆ្នាំ២០២៤ ឯកឧត្តម ពេជ ឫទ្ធី រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម តំណាងដ៏ខ្ពង់ខ្ពស់របស់ លោកជំទាវ ចម និម្មល រដ្ឋមន្ត្រីក្រសួងពាណិជ្ជកម្ម និងជារដ្ឋមន្ត្រីសេដ្ឋកិច្ចអាស៊ានតំណាងកម្ពុជា បានដឹកនាំគណៈប្រតិភូកម្ពុជា ចូលរួមកិច្ចប្រជុំពិគ្រោះយោបល់រដ្ឋមន្រ្តីសេដ្ឋកិច្ចអាស៊ាន
826,"(Vientiane, Lao PDR)",ឡាវ)
827,"the ASEAN-Hong Kong, China Investment Agreement (AHKIA), discuss the economic",ហុងកុង និងកិច្ចព្រមព្រៀងវិនិយោគអាស៊ាន
828,"(Vientiane, Lao PDR)",China Consultation) នៅរដ្ឋធានីវៀងចន្ទន៍ ប្រទេសឡាវ
829,"the ASEAN Economic Minister (AEM) for Cambodia, led Cambodia’s delegation to attend the 8th AEM-Hong Kong, China Consultation in Vientiane, Lao PDR",ហុងកុងនៃសាធារណរដ្ឋប្រជាមានិតចិន លើកទី៨ (8th AEM
830,"On the morning of Friday, 20 September 2024, His Excellency PICH Rithi, Secretary of State of Commerce",នាព្រឹកថ្ងៃសុក្រ ទី២០ ខែកញ្ញា ឆ្នាំ២០២៤ ឯកឧត្តម ពេជ ឫទ្ធី រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម តំណាងដ៏ខ្ពង់ខ្ពស់របស់ លោកជំទាវ ចម និម្មល រដ្ឋមន្ត្រីក្រសួងពាណិជ្ជកម្ម និងជារដ្ឋមន្ត្រីសេដ្ឋកិច្ចអាស៊ានតំណាងកម្ពុជា បានដឹកនាំគណៈប្រតិភូកម្ពុជា ចូលរួមកិច្ចប្រជុំពិគ្រោះយោបល់រដ្ឋមន្រ្តីសេដ្ឋកិច្ចអាស៊ាន
831,"(Vientiane, Lao PDR)",ឡាវ)
832,"The meeting was co-chaired by His Excellency MALAITHONG KOMMASITH, Minister of Industry",កិច្ចប្រជុំនេះត្រូវបានដឹកនាំរួមគ្នាដោយ ឯកឧត្តម MALAITHONG KOMMASITH រដ្ឋមន្រ្តីក្រសួងឧស្សាហកម្មនិងពាណិជ្ជកម្មឡាវ និងជាប្រធានអង្គប្រជុំរដ្ឋមន្ត្រីសេដ្ឋកិច្ចអាស៊ានឆ្នាំ២០២៤ និងលោកស្រី SARAH ELLERMAN ឧបការីតំណាងពាណិជ្ជកម្មសហរដ្ឋអាម៉េរិក ក្នុងគោលបំណងតាមដាន និងពិនិត្យលើវឌ្ឍនភាពនៃការអនុវត្តផែនការការងារអនុវត្តកិច្ចរៀបចំក្របខ័ណ្ឌស្តីពីពាណិជ្ជកម្មនិងវិនិយោគអាស៊ាន
833,"On the afternoon of Friday, 20 September 2024, His Excellency PICH Rithi, Secretary of State of the Ministry of Commerce, high representative of Her Excellency CHAM Nimul, Minister of Commerce",នារសៀលថ្ងៃសុក្រ ទី២០ ខែកញ្ញា ឆ្នាំ២០២៤ ឯកឧត្តម ពេជ ឫទ្ធី រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម តំណាងដ៏ខ្ពង់ខ្ពស់របស់ លោកជំទាវ ចម និម្មល រដ្ឋមន្ត្រីក្រសួងពាណិជ្ជកម្ម និងជារដ្ឋមន្ត្រីសេដ្ឋកិច្ចអាស៊ានតំណាងកម្ពុជា បានដឹកនាំគណៈប្រតិភូកម្ពុជា ចូលរួមកិច្ចប្រជុំពិគ្រោះយោបល់រដ្ឋមន្រ្តីសេដ្ឋកិច្ចអាស៊ាន
834,conduct a dialogue with the Canada-ASEAN Business Council,កាណាដា និងធ្វើកិច្ចពិគ្រោះយោបល់ជាមួយក្រុមប្រឹក្សាធុរកិច្ចកាណាដា
835,"(Vientiane, Lao PDR)",ឡាវ)
836,"On the afternoon of Friday, 20 September 2024, His Excellency PICH Rithi, Secretary of State of Commerce, high representative of Her Excellency CHAM Nimul, Minister of Commerce",នារសៀលថ្ងៃសុក្រ ទី២០ ខែកញ្ញា ឆ្នាំ២០២៤ ឯកឧត្តម ពេជ ឫទ្ធី រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម តំណាងដ៏ខ្ពង់ខ្ពស់របស់ លោកជំទាវ ចម និម្មល រដ្ឋមន្ត្រីក្រសួងពាណិជ្ជកម្ម និងជារដ្ឋមន្ត្រីសេដ្ឋកិច្ចអាស៊ានតំណាងកម្ពុជា បានដឹកនាំគណៈប្រតិភូកម្ពុជា ចូលរួមកិច្ចប្រជុំពិគ្រោះយោបល់រដ្ឋមន្រ្តីសេដ្ឋកិច្ចអាស៊ាន
837,conduct a dialogue with the ASEAN-India Business Council,ឥណ្ឌា និងធ្វើកិច្ចពិគ្រោះយោបល់ជាមួយក្រុមប្រឹក្សាធុរកិច្ចអាស៊ាន
838,"(Vientiane, Lao PDR)",ឡាវ)
839,"On the morning of Saturday, 21 September 2024, His Excellency PICH Rithi, Secretary of State of Commerce, high representative of Her Excellency CHAM Nimul, Minister of Commerce",នាព្រឹកថ្ងៃសៅរ៍ ទី២១ ខែកញ្ញា ឆ្នាំ២០២៤ ឯកឧត្តម ពេជ ឫទ្ធី រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម តំណាងដ៏ខ្ពង់ខ្ពស់របស់ លោកជំទាវ ចម និម្មល រដ្ឋមន្ត្រីក្រសួងពាណិជ្ជកម្ម និងជារដ្ឋមន្ត្រីសេដ្ឋកិច្ចអាស៊ានតំណាងកម្ពុជា បានដឹកនាំគណៈប្រតិភូកម្ពុជា ចូលរួមកិច្ចប្រជុំពិគ្រោះយោបល់រដ្ឋមន្រ្តីសេដ្ឋកិច្ចអាស៊ាន
840,"(Vientiane, Lao PDR)",ឡាវ)
841,"The Meeting was co-chaired by His Excellency MALAITHONG KOMMASITH,  Minister of Industry",កិច្ចប្រជុំនេះត្រូវបានដឹកនាំរួមគ្នាដោយ ឯកឧត្តម MALAITHONG KOMMASITH រដ្ឋមន្រ្តីក្រសួងឧស្សាហកម្មនិងពាណិជ្ជកម្មឡាវ និងជាប្រធានអង្គប្រជុំរដ្ឋមន្ត្រីសេដ្ឋកិច្ចអាស៊ានឆ្នាំ២០២៤  ឯកឧត្តម TIM AYRES សមាជិកព្រឹទ្ធសភានិងជាអនុរដ្ឋមន្ត្រីពាណិជ្ជកម្មនៃប្រទេសអូស្ត្រាលី និងលោកជំទាវ NICOLA GRIGG រដ្ឋមន្ត្រីពាណិជ្ជកម្ម ស្ត្រី និងជាអនុរដ្ឋមន្ត្រីកសិកម្ម (សាកវប្បកម្ម)នៃប្រទេសនូវែលសេឡង់ ក្នុងគោលបំណងពិនិត្យវឌ្ឍនភាពលើការត្រៀមចូលជាធរមាននៃពិធីសារទី២ធ្វើវិសោធនកម្មកិច្ចព្រមព្រៀងបង្កើតតំបន់ពាណិជ្ជកម្មសេរីអាស៊ាន
842,the ASEAN New Zealand Business Council,អាស៊ាន និងក្រុមប្រឹក្សាធុរកិច្ចអាស៊ាន
843,"Industry (METI) Consultation in Vientiane, Lao PDR",METI Consultation) នៅរដ្ឋធានីវៀងចន្ទន៍ ប្រទេសឡាវ
844,"On the morning of Saturday, 21 September 2024, His Excellency PICH Rithi, Secretary of State of Commerce, high representative of Her Excellency CHAM Nimul, Minister of Commerce",នាព្រឹកថ្ងៃសៅរ៍ ទី២១ ខែកញ្ញា ឆ្នាំ២០២៤ ឯកឧត្តម ពេជ ឫទ្ធី រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម តំណាងដ៏ខ្ពង់ខ្ពស់របស់ លោកជំទាវ ចម និម្មល រដ្ឋមន្ត្រីក្រសួងពាណិជ្ជកម្ម និងជារដ្ឋមន្ត្រីសេដ្ឋកិច្ចអាស៊ានតំណាងកម្ពុជា បានដឹកនាំគណៈប្រតិភូកម្ពុជា ចូលរួមកិច្ចប្រជុំពិគ្រោះយោបល់រវាងរដ្ឋមន្រ្តីសេដ្ឋកិច្ចអាស៊ាន និងរដ្ឋមន្ត្រីសេដ្ឋកិច្ច ពាណិជ្ជកម្ម និងឧស្សាហកម្ម នៃប្រទេសជប៉ុន លើកទី៣០ (30th AEM
845,"(Vientiane, Lao PDR)",ឡាវ)
846,"The Meeting was co-chaired by His Excellency MALAITHONG KOMMASITH,  Minister of Industry",កិច្ចប្រជុំនេះត្រូវបានដឹកនាំរួមគ្នាដោយ ឯកឧត្តម MALAITHONG KOMMASITH រដ្ឋមន្រ្តីក្រសួងឧស្សាហកម្មនិងពាណិជ្ជកម្មឡាវ និងជាប្រធានអង្គប្រជុំរដ្ឋមន្ត្រីសេដ្ឋកិច្ចអាស៊ានឆ្នាំ២០២៤ និងឯកឧត្តម YOSHIDA NOBUHIRO អនុរដ្ឋមន្ត្រីសេដ្ឋកិច្ច ពាណិជ្ជកម្ម និងឧស្សាហកម្មនៃប្រទេសជប៉ុន ក្នុងគោលបំណងតាមដាននិងពិនិត្យលើវឌ្ឍនភាពនៃការអនុវត្តកិច្ចព្រមព្រៀងភាពជាដៃគូសេដ្ឋកិច្ចគ្រប់ជ្រុងជ្រោយអាស៊ាន
847,"East Asia (ERIA) activities,",ជប៉ុន ពិនិត្យលើសកម្មភាពរបស់វិទ្យាស្ថានស្រាវជ្រាវសេដ្ឋកិច្ចសម្រាប់អាស៊ាន និងអាស៊ីបូព៌ា (ERIA) និងធ្វើកិច្ចពិគ្រោះយោបល់ជាមួយវិស័យឯកជនជប៉ុន
848,"the ASEAN Economic Minister (AEM) for Cambodia, led Cambodia’s delegation to attend the 12th East Asia Summit's Economic Ministers' Meeting — EAS EMM, in Vientiane, Lao PDR",នារសៀលថ្ងៃសៅរ៍ ទី២១ ខែកញ្ញា ឆ្នាំ២០២៤ ឯកឧត្តម ពេជ ឫទ្ធី រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម តំណាងដ៏ខ្ពង់ខ្ពស់របស់ លោកជំទាវ ចម និម្មល រដ្ឋមន្ត្រីក្រសួងពាណិជ្ជកម្ម និងជារដ្ឋមន្ត្រីសេដ្ឋកិច្ចអាស៊ានតំណាងកម្ពុជា បានដឹកនាំគណៈប្រតិភូកម្ពុជា ចូលរួមកិច្ចប្រជុំរដ្ឋមន្រ្តីសេដ្ឋកិច្ចនៃកិច្ចប្រជុំកំពូលអាស៊ីបូព៌ា លើកទី១២ (12th East Asia Summit's Economic Ministers' Meeting — EAS EMM) នៅរដ្ឋធានីវៀងចន្ទន៍ ប្រទេសឡាវ
849,"(Vientiane, Lao PDR)",ឡាវ)
850,participation in the 21st China-ASEAN Expo in Nanning International Convention,អាស៊ានលើកទី២១ នៅមជ្ឈមណ្ឌលតាំងពិព័រណ៍ និងសន្និសីទក្រុងណាននីង តំបន់ស្វយ័តក្វាងស៊ី សាធារណរដ្ឋប្រជាមានិតចិន
851,"(Nanning, Guangxi, P",(ណាននីង ក្វាងស៊ី ចិន)
852,"On the morning of Friday, 22 September 2024, His Excellency SAMHENG Bora, Secretary of State of the Ministry of Commerce",នាព្រឹកថ្ងៃអាទិត្យ ទី២២ ខែកញ្ញា ឆ្នាំ២០២៤ ឯកឧត្តម សំហេង បូរ៉ា រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម អនុប្រធានគណៈកម្មការរៀបចំ និងចូលរួមពិព័រណ៍ពិភពលោក និងពិព័រណ៍ពាណិជ្ជកម្មអន្តរជាតិ បានដឹកនាំក្រុមការងារបច្ចេកទេសចុះពិនិត្យមើលវឌ្ឍនភាពការងារនៃការរៀបចំ និងចូលរួមពិព័រណ៍ចិន
853,"The 21st China-ASEAN Expo will be held from September 24-28, 2024, under the theme “Upholding amity, sincerity, mutual benefit",២៨ ខែកញ្ញា ឆ្នាំ២០២៤ ក្រោមមូលបទ “លើកកម្ពស់មិត្តភាពស្មោះត្រង់ រួមគ្នាអភិវឌ្ឍន៍ និងចែករំលែកផលប្រយោជន៍ប្រកបដោយបរិយាប័ន្ន ក្នុងក្របខ័ណ្ឌសហប្រតិបត្តិការមកុដពេជ្រដើម្បីអនាគតថ្មី និងជំរុញការអភិវឌ្ឍតំបន់ពាណិជ្ជកម្មសេរី ៣.០ រវាងចិន និងអាស៊ាន ដើម្បីកំណើនក្នុងតំបន់”
854,"The 21st China-ASEAN Expo will be held from September 24-28, 2024, under the theme “Upholding amity, sincerity, mutual benefit",អាស៊ាន លើកទី២១ នឹងប្រព្រឹត្តទៅចាប់ពីថ្ងៃទី២៤
855,"the ASEAN Economic Minister (AEM) for Cambodia, led Cambodia’s delegation to attend the 23rd AEM-Ministry of Commerce of the People's Republic of China (MOFCOM) Consultation in Vientiane, Lao PDR",នាព្រឹកថ្ងៃអាទិត្យ ទី២២ ខែកញ្ញា ឆ្នាំ២០២៤ ឯកឧត្តម ពេជ ឫទ្ធី រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម តំណាងដ៏ខ្ពង់ខ្ពស់របស់ លោកជំទាវ ចម និម្មល រដ្ឋមន្ត្រីក្រសួងពាណិជ្ជកម្ម និងជារដ្ឋមន្ត្រីសេដ្ឋកិច្ចអាស៊ានតំណាងកម្ពុជា បានដឹកនាំគណៈប្រតិភូកម្ពុជា ចូលរួមកិច្ចប្រជុំពិគ្រោះយោបល់រវាងរដ្ឋមន្រ្តីសេដ្ឋកិច្ចអាស៊ាន និងរដ្ឋមន្ត្រីក្រសួងពាណិជ្ជកម្មនៃសាធារណៈរដ្ឋប្រជាមានិតចិន លើកទី២៣ (23rd AEM
856,"cooperation on e-commerce, etc",កិច្ចសហប្រតិបត្តិការពាក់ព័ន្ធនឹងច្បាប់និងបទប្បញ្ញត្តិពាណិជ្ជកម្មនិងវិនិយោគ ពាណិជ្ជកម្មអេឡិចត្រូនិក ជាដើម
857,"(Vientiane, Lao PDR)",ឡាវ)
858,discuss the progress of the ASEAN-Korea Free Trade Area (AKFTA 3,ចិន (ACFTA 3.0) និងកម្មវិធីកិច្ចសហប្រតិបត្តិការសេដ្ឋកិច្ចអាស៊ាន
859,"On the morning of Sunday, 22 September 2024, His Excellency PICH Rithi, Secretary of State of the Ministry of Commerce, high representative of Her Excellency CHAM Nimul, Minister of Commerce",នាព្រឹកថ្ងៃអាទិត្យ ទី២២ ខែកញ្ញា ឆ្នាំ២០២៤ ឯកឧត្តម ពេជ ឫទ្ធី រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម តំណាងដ៏ខ្ពង់ខ្ពស់របស់ លោកជំទាវ ចម និម្មល រដ្ឋមន្ត្រីក្រសួងពាណិជ្ជកម្ម និងជារដ្ឋមន្ត្រីសេដ្ឋកិច្ចអាស៊ានតំណាងកម្ពុជា បានដឹកនាំគណៈប្រតិភូកម្ពុជា ចូលរួមកិច្ចប្រជុំពិគ្រោះយោបល់រដ្ឋមន្រ្តីសេដ្ឋកិច្ចអាស៊ាន
860,"discuss the progress of the implementation of the ASEAN-Korea Free Trade Area (AKFTA), possible upgrades to the AKFTA,",សាធារណរដ្ឋកូរ៉េ (AKFTA) លទ្ធភាពដំឡើងកម្រិតកិច្ចព្រមព្រៀងAKFTA និងកម្មវិធីកិច្ចសហប្រតិបត្តិការសេដ្ឋកិច្ចអាស៊ាន
861,"(Vientiane, Lao PDR)",ឡាវ)
862,"On the afternoon of Sunday, September 22, 2024, His Excellency PICH Rithi, Secretary of State of the Ministry of Commerce, high representative of Her Excellency CHAM Nimul, Minister of Commerce",នារសៀលថ្ងៃអាទិត្យ ទី២២ ខែកញ្ញា ឆ្នាំ២០២៤ ឯកឧត្តម ពេជ ឫទ្ធី រដ្ឋលេខាធិការក្រសួងពាណិជ្ជកម្ម តំណាងដ៏ខ្ពង់ខ្ពស់របស់ លោកជំទាវ ចម និម្មល រដ្ឋមន្ត្រីក្រសួងពាណិជ្ជកម្ម និងជារដ្ឋមន្ត្រីសេដ្ឋកិច្ចអាស៊ានតំណាងកម្ពុជា បានដឹកនាំគណៈប្រតិភូកម្ពុជា ចូលរួមកិច្ចប្រជុំពិគ្រោះយោបល់រដ្ឋមន្រ្តីសេដ្ឋកិច្ចអាស៊ានបូកបី លើកទី២៧ (27th AEM
863,"(Vientiane, Lao PDR)",ឡាវ)
